movie_id,title,cast,crew
8000011,Rangasthalam,"[{""gender"": 0, ""id"": 90465740, ""name"": ""Ram Charan"", ""cast_id"": 0, ""character"": """", ""credit_id"": ""cc0"", ""order"": 0}, {""gender"": 0, ""id"": 90724314, ""name"": ""Samantha"", ""cast_id"": 1, ""character"": """", ""credit_id"": ""cc1"", ""order"": 1}, {""gender"": 0, ""id"": 90378147, ""name"": ""Aadhi Pinisetty"", ""cast_id"": 2, ""character"": """", ""credit_id"": ""cc2"", ""order"": 2}]","[{""gender"": 0, ""id"": 90895218, ""name"": ""Sukumar"", ""credit_id"": ""tc0"", ""department"": ""Directing"", ""job"": ""Director""}]"
8000012,Mahanati,"[{""gender"": 0, ""id"": 90640507, ""name"": ""Keerthy Suresh"", ""cast_id"": 0, ""character"": """", ""credit_id"": ""cc0"", ""order"": 0}, {""gender"": 0, ""id"": 90490022, ""name"": ""Dulquer Salmaan"", ""cast_id"": 1, ""character"": """", ""credit_id"": ""cc1"", ""order"": 1}, {""gender"": 0, ""id"": 90724314, ""name"": ""Samantha"", ""cast_id"": 2, ""character"": """", ""credit_id"": ""cc2"", ""order"": 2}]","[{""gender"": 0, ""id"": 90291748, ""name"": ""Nag Ashwin"", ""credit_id"": ""tc0"", ""department"": ""Directing"", ""job"": ""Director""}]"
8000013,Sye Raa Narasimha Reddy,"[{""gender"": 0, ""id"": 90365859, ""name"": ""Chiranjeevi"", ""cast_id"": 0, ""character"": """", ""credit_id"": ""cc0"", ""order"": 0}, {""gender"": 0, ""id"": 90386002, ""name"": ""Amitabh Bachchan"", ""cast_id"": 1, ""character"": """", ""credit_id"": ""cc1"", ""order"": 1}, {""gender"": 0, ""id"": 90502687, ""name"": ""Nayanthara"", ""cast_id"": 2, ""character"": """", ""credit_id"": ""cc2"", ""order"": 2}]","[{""gender"": 0, ""id"": 90299766, ""name"": ""Surender Reddy"", ""credit_id"": ""tc0"", ""department"": ""Directing"", ""job"": ""Director""}]"
8000014,Geetha Govindam,"[{""gender"": 0, ""id"": 90746167, ""name"": ""Vijay Deverakonda"", ""cast_id"": 0, ""character"": """", ""credit_id"": ""cc0"", ""order"": 0}, {""gender"": 0, ""id"": 90414410, ""name"": ""Rashmika Mandanna"", ""cast_id"": 1, ""character"": """", ""credit_id"": ""cc1"", ""order"": 1}]","[{""gender"": 0, ""id"": 90909399, ""name"": ""Parasuram"", ""credit_id"": ""tc0"", ""department"": ""Directing"", ""job"": ""Director""}]"
8000015,Fidaa,"[{""gender"": 0, ""id"": 90983009, ""name"": ""Varun Tej"", ""cast_id"": 0, ""character"": """", ""credit_id"": ""cc0"", ""order"": 0}, {""gender"": 0, ""id"": 90075940, ""name"": ""Sai Pallavi"", ""cast_id"": 1, ""character"": """", ""credit_id"": ""cc1"", ""order"": 1}]","[{""gender"": 0, ""id"": 90927936, ""name"": ""Sekhar Kammula"", ""credit_id"": ""tc0"", ""department"": ""Directing"", ""job"": ""Director""}]"
8000016,Sita Ramam,"[{""gender"": 0, ""id"": 90490022, ""name"": ""Dulquer Salmaan"", ""cast_id"": 0, ""character"": """", ""credit_id"": ""cc0"", ""order"": 0}, {""gender"": 0, ""id"": 90123711, ""name"": ""Mrunal Thakur"", ""cast_id"": 1, ""character"": """", ""credit_id"": ""cc1"", ""order"": 1}, {""gender"": 0, ""id"": 90414410, ""name"": ""Rashmika Mandanna"", ""cast_id"": 2, ""character"": """", ""credit_id"": ""cc2"", ""order"": 2}]","[{""gender"": 0, ""id"": 90557946, ""name"": ""Hanu Raghavapudi"", ""credit_id"": ""tc0"", ""department"": ""Directing"", ""job"": ""Director""}]"
8000017,Bheemla Nayak,"[{""gender"": 0, ""id"": 90036708, ""name"": ""Pawan Kalyan"", ""cast_id"": 0, ""character"": """", ""credit_id"": ""cc0"", ""order"": 0}, {""gender"": 0, ""id"": 90029793, ""name"": ""Rana Daggubati"", ""cast_id"": 1, ""character"": """", ""credit_id"": ""cc1"", ""order"": 1}, {""gender"": 0, ""id"": 90120873, ""name"": ""Nithya Menen"", ""cast_id"": 2, ""character"": """", ""credit_id"": ""cc2"", ""order"": 2}]","[{""gender"": 0, ""id"": 90736828, ""name"": ""Saagar K. Chandra"", ""credit_id"": ""tc0"", ""department"": ""Directing"", ""job"": ""Director""}]"
8000018,Karthikeya 2,"[{""gender"": 0, ""id"": 90520288, ""name"": ""Nikhil Siddhartha"", ""cast_id"": 0, ""character"": """", ""credit_id"": ""cc0"", ""order"": 0}, {""gender"": 0, ""id"": 90359605, ""name"": ""Anupama Parameswaran"", ""cast_id"": 1, ""character"": """", ""credit_id"": ""cc1"", ""order"": 1}]","[{""gender"": 0, ""id"": 90345329, ""name"": ""Chandoo Mondeti"", ""credit_id"": ""tc0"", ""department"": ""Directing"", ""job"": ""Director""}]"
8000019,DJ Tillu,"[{""gender"": 0, ""id"": 90275272, ""name"": ""Siddhu Jonnalagadda"", ""cast_id"": 0, ""character"": """", ""credit_id"": ""cc0"", ""order"": 0}, {""gender"": 0, ""id"": 90449359, ""name"": ""Neha Shetty"", ""cast_id"": 1, ""character"": """", ""credit_id"": ""cc1"", ""order"": 1}]","[{""gender"": 0, ""id"": 90278305, ""name"": ""Vimal Krishna"", ""credit_id"": ""tc0"", ""department"": ""Directing"", ""job"": ""Director""}]"
8000020,Major,"[{""gender"": 0, ""id"": 90348432, ""name"": ""Adivi Sesh"", ""cast_id"": 0, ""character"": """", ""credit_id"": ""cc0"", ""order"": 0}, {""gender"": 0, ""id"": 90786915, ""name"": ""Saiee Manjrekar"", ""cast_id"": 1, ""character"": """", ""credit_id"": ""cc1"", ""order"": 1}, {""gender"": 0, ""id"": 90220509, ""name"": ""Sobhita Dhulipala"", ""cast_id"": 2, ""character"": """", ""credit_id"": ""cc2"", ""order"": 2}]","[{""gender"": 0, ""id"": 90196794, ""name"": ""Sashi Kiran Tikka"", ""credit_id"": ""tc0"", ""department"": ""Directing"", ""job"": ""Director""}]"
8000021,Athadu,"[{""gender"": 0, ""id"": 90935805, ""name"": ""Mahesh Babu"", ""cast_id"": 0, ""character"": """", ""credit_id"": ""cc0"", ""order"": 0}, {""gender"": 0, ""id"": 90201944, ""name"": ""Trisha Krishnan"", ""cast_id"": 1, ""character"": """", ""credit_id"": ""cc1"", ""order"": 1}, {""gender"": 0, ""id"": 90331452, ""name"": ""Prakash Raj"", ""cast_id"": 2, ""character"": """", ""credit_id"": ""cc2"", ""order"": 2}]","[{""gender"": 0, ""id"": 90018164, ""name"": ""Trivikram Srinivas"", ""credit_id"": ""tc0"", ""department"": ""Directing"", ""job"": ""Director""}]"
8000022,Srimanthudu,"[{""gender"": 0, ""id"": 90935805, ""name"": ""Mahesh Babu"", ""cast_id"": 0, ""character"": """", ""credit_id"": ""cc0"", ""order"": 0}, {""gender"": 0, ""id"": 90803485, ""name"": ""Shruti Haasan"", ""cast_id"": 1, ""character"": """", ""credit_id"": ""cc1"", ""order"": 1}, {""gender"": 0, ""id"": 90652378, ""name"": ""Jagapathi Babu"", ""cast_id"": 2, ""character"": """", ""credit_id"": ""cc2"", ""order"": 2}]","[{""gender"": 0, ""id"": 90302369, ""name"": ""Koratala Siva"", ""credit_id"": ""tc0"", ""department"": ""Directing"", ""job"": ""Director""}]"
8000023,Bharat Ane Nenu,"[{""gender"": 0, ""id"": 90935805, ""name"": ""Mahesh Babu"", ""cast_id"": 0, ""character"": """", ""credit_id"": ""cc0"", ""order"": 0}, {""gender"": 0, ""id"": 90165547, ""name"": ""Kiara Advani"", ""cast_id"": 1, ""character"": """", ""credit_id"": ""cc1"", ""order"": 1}, {""gender"": 0, ""id"": 90331452, ""name"": ""Prakash Raj"", ""cast_id"": 2, ""character"": """", ""credit_id"": ""cc2"", ""order"": 2}]","[{""gender"": 0, ""id"": 90302369, ""name"": ""Koratala Siva"", ""credit_id"": ""tc0"", ""department"": ""Directing"", ""job"": ""Director""}]"
8000024,Maharshi,"[{""gender"": 0, ""id"": 90935805, ""name"": ""Mahesh Babu"", ""cast_id"": 0, ""character"": """", ""credit_id"": ""cc0"", ""order"": 0}, {""gender"": 0, ""id"": 90182932, ""name"": ""Pooja Hegde"", ""cast_id"": 1, ""character"": """", ""credit_id"": ""cc1"", ""order"": 1}, {""gender"": 0, ""id"": 90970818, ""name"": ""Allari Naresh"", ""cast_id"": 2, ""character"": """", ""credit_id"": ""cc2"", ""order"": 2}]","[{""gender"": 0, ""id"": 90547808, ""name"": ""Vamshi Paidipally"", ""credit_id"": ""tc0"", ""department"": ""Directing"", ""job"": ""Director""}]"
8000025,Sarileru Neekevvaru,"[{""gender"": 0, ""id"": 90935805, ""name"": ""Mahesh Babu"", ""cast_id"": 0, ""character"": """", ""credit_id"": ""cc0"", ""order"": 0}, {""gender"": 0, ""id"": 90414410, ""name"": ""Rashmika Mandanna"", ""cast_id"": 1, ""character"": """", ""credit_id"": ""cc1"", ""order"": 1}, {""gender"": 0, ""id"": 90380865, ""name"": ""Vijayashanti"", ""cast_id"": 2, ""character"": """", ""credit_id"": ""cc2"", ""order"": 2}]","[{""gender"": 0, ""id"": 90732379, ""name"": ""Anil Ravipudi"", ""credit_id"": ""tc0"", ""department"": ""Directing"", ""job"": ""Director""}]"
8000026,Saaho,"[{""gender"": 0, ""id"": 90669622, ""name"": ""Prabhas"", ""cast_id"": 0, ""character"": """", ""credit_id"": ""cc0"", ""order"": 0}, {""gender"": 0, ""id"": 90273912, ""name"": ""Shraddha Kapoor"", ""cast_id"": 1, ""character"": """", ""credit_id"": ""cc1"", ""order"": 1}, {""gender"": 0, ""id"": 90378789, ""name"": ""Jackie Shroff"", ""cast_id"": 2, ""character"": """", ""credit_id"": ""cc2"", ""order"": 2}]","[{""gender"": 0, ""id"": 90314557, ""name"": ""Sujeeth"", ""credit_id"": ""tc0"", ""department"": ""Directing"", ""job"": ""Director""}]"
8000027,Shiva,"[{""gender"": 0, ""id"": 90651012, ""name"": ""Nagarjuna"", ""cast_id"": 0, ""character"": """", ""credit_id"": ""cc0"", ""order"": 0}, {""gender"": 0, ""id"": 90299794, ""name"": ""Amala"", ""cast_id"": 1, ""character"": """", ""credit_id"": ""cc1"", ""order"": 1}, {""gender"": 0, ""id"": 90433546, ""name"": ""Raghuvaran"", ""cast_id"": 2, ""character"": """", ""credit_id"": ""cc2"", ""order"": 2}]","[{""gender"": 0, ""id"": 90549949, ""name"": ""Ram Gopal Varma"", ""credit_id"": ""tc0"", ""department"": ""Directing"", ""job"": ""Director""}]"
8000028,Kshana Kshanam,"[{""gender"": 0, ""id"": 90622888, ""name"": ""Venkatesh"", ""cast_id"": 0, ""character"": """", ""credit_id"": ""cc0"", ""order"": 0}, {""gender"": 0, ""id"": 90080471, ""name"": ""Sridevi"", ""cast_id"": 1, ""character"": """", ""credit_id"": ""cc1"", ""order"": 1}]","[{""gender"": 0, ""id"": 90549949, ""name"": ""Ram Gopal Varma"", ""credit_id"": ""tc0"", ""department"": ""Directing"", ""job"": ""Director""}]"
8000029,Hi Nanna,"[{""gender"": 0, ""id"": 90167027, ""name"": ""Nani"", ""cast_id"": 0, ""character"": """", ""credit_id"": ""cc0"", ""order"": 0}, {""gender"": 0, ""id"": 90123711, ""name"": ""Mrunal Thakur"", ""cast_id"": 1, ""character"": """", ""credit_id"": ""cc1"", ""order"": 1}, {""gender"": 0, ""id"": 90550385, ""name"": ""Baby Kiara Khanna"", ""cast_id"": 2, ""character"": """", ""credit_id"": ""cc2"", ""order"": 2}]","[{""gender"": 0, ""id"": 90500672, ""name"": ""Shouryuv"", ""credit_id"": ""tc0"", ""department"": ""Directing"", ""job"": ""Director""}]"
8000030,Dasara,"[{""gender"": 0, ""id"": 90167027, ""name"": ""Nani"", ""cast_id"": 0, ""character"": """", ""credit_id"": ""cc0"", ""order"": 0}, {""gender"": 0, ""id"": 90640507, ""name"": ""Keerthy Suresh"", ""cast_id"": 1, ""character"": """", ""credit_id"": ""cc1"", ""order"": 1}]","[{""gender"": 0, ""id"": 90555061, ""name"": ""Srikanth Odela"", ""credit_id"": ""tc0"", ""department"": ""Directing"", ""job"": ""Director""}]"
8000031,Kushi,"[{""gender"": 0, ""id"": 90746167, ""name"": ""Vijay Deverakonda"", ""cast_id"": 0, ""character"": """", ""credit_id"": ""cc0"", ""order"": 0}, {""gender"": 0, ""id"": 90724314, ""name"": ""Samantha"", ""cast_id"": 1, ""character"": """", ""credit_id"": ""cc1"", ""order"": 1}]","[{""gender"": 0, ""id"": 90002601, ""name"": ""Shiva Nirvana"", ""credit_id"": ""tc0"", ""department"": ""Directing"", ""job"": ""Director""}]"
8000032,Salaar: Part 1 – Ceasefire,"[{""gender"": 0, ""id"": 90669622, ""name"": ""Prabhas"", ""cast_id"": 0, ""character"": """", ""credit_id"": ""cc0"", ""order"": 0}, {""gender"": 0, ""id"": 90269419, ""name"": ""Prithviraj Sukumaran"", ""cast_id"": 1, ""character"": """", ""credit_id"": ""cc1"", ""order"": 1}, {""gender"": 0, ""id"": 90803485, ""name"": ""Shruti Haasan"", ""cast_id"": 2, ""character"": """", ""credit_id"": ""cc2"", ""order"": 2}]","[{""gender"": 0, ""id"": 90979757, ""name"": ""Prashanth Neel"", ""credit_id"": ""tc0"", ""department"": ""Directing"", ""job"": ""Director""}]"
8000033,Kalki 2898 AD,"[{""gender"": 0, ""id"": 90669622, ""name"": ""Prabhas"", ""cast_id"": 0, ""character"": """", ""credit_id"": ""cc0"", ""order"": 0}, {""gender"": 0, ""id"": 90065486, ""name"": ""Deepika Padukone"", ""cast_id"": 1, ""character"": """", ""credit_id"": ""cc1"", ""order"": 1}, {""gender"": 0, ""id"": 90386002, ""name"": ""Amitabh Bachchan"", ""cast_id"": 2, ""character"": """", ""credit_id"": ""cc2"", ""order"": 2}, {""gender"": 0, ""id"": 90004019, ""name"": ""Kamal Haasan"", ""cast_id"": 3, ""character"": """", ""credit_id"": ""cc3"", ""order"": 3}]","[{""gender"": 0, ""id"": 90291748, ""name"": ""Nag Ashwin"", ""credit_id"": ""tc0"", ""department"": ""Directing"", ""job"": ""Director""}]"
8000034,Ante Sundaraniki,"[{""gender"": 0, ""id"": 90167027, ""name"": ""Nani"", ""cast_id"": 0, ""character"": """", ""credit_id"": ""cc0"", ""order"": 0}, {""gender"": 0, ""id"": 90692158, ""name"": ""Nazriya Nazim"", ""cast_id"": 1, ""character"": """", ""credit_id"": ""cc1"", ""order"": 1}]","[{""gender"": 0, ""id"": 90332463, ""name"": ""Vivek Athreya"", ""credit_id"": ""tc0"", ""department"": ""Directing"", ""job"": ""Director""}]"
8000035,C/o Kancharapalem,"[{""gender"": 0, ""id"": 90363253, ""name"": ""Subba Rao"", ""cast_id"": 0, ""character"": """", ""credit_id"": ""cc0"", ""order"": 0}, {""gender"": 0, ""id"": 90034135, ""name"": ""Radha Bessy"", ""cast_id"": 1, ""character"": """", ""credit_id"": ""cc1"", ""order"": 1}]","[{""gender"": 0, ""id"": 90638648, ""name"": ""Venkatesh Maha"", ""credit_id"": ""tc0"", ""department"": ""Directing"", ""job"": ""Director""}]"
8000036,Vikramarkudu,"[{""gender"": 0, ""id"": 90833891, ""name"": ""Ravi Teja"", ""cast_id"": 0, ""character"": """", ""credit_id"": ""cc0"", ""order"": 0}, {""gender"": 0, ""id"": 90991205, ""name"": ""Anushka Shetty"", ""cast_id"": 1, ""character"": """", ""credit_id"": ""cc1"", ""order"": 1}, {""gender"": 0, ""id"": 90985047, ""name"": ""Vineet Kumar"", ""cast_id"": 2, ""character"": """", ""credit_id"": ""cc2"", ""order"": 2}]","[{""gender"": 0, ""id"": 90158383, ""name"": ""S. S. Rajamouli"", ""credit_id"": ""tc0"", ""department"": ""Directing"", ""job"": ""Director""}]"
